fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,cutmix,copy_paste,close_mosaic
0.55714,0.00416,0.01012,0.88091,0.0004,3.82384,0.64952,4.78162,2.56395,2.62519,0.02147,0.88337,0.2296,0.0,0.07524,0.913,0.0,0.0,0.0,0.2706,0.0,0.82036,0.0,0.0,0.0,7
0.50403,0.00452,0.01009,0.81223,0.00049,3.65164,0.59408,5.25666,1.34244,1.2659,0.02104,0.9,0.20821,0.0,0.07562,0.95,0.0,0.0,0.0,0.31197,0.0,0.78509,0.0,0.0,0.0,6
0.46451,0.00475,0.006,0.88442,0.00049,3.51899,0.6115,4.59427,1.9081,1.28518,0.0228,0.9,0.15573,0.0,0.08322,0.73927,0.0,0.0,0.0,0.2961,0.0,0.67121,0.0,0.0,0.0,7
0.48643,0.00369,0.01015,0.89267,0.00038,3.10854,0.90344,5.08286,1.2316,0.89087,0.01944,0.9,0.20492,0.0,0.08632,0.80875,0.0,0.0,0.0,0.35924,0.0,0.63493,0.0,0.0,0.0,7
0.49283,0.00531,0.0059,0.91719,0.00046,4.52055,0.64659,4.69136,2.28419,1.49336,0.02835,0.86777,0.19472,0.0,0.07953,0.79097,0.0,0.0,0.0,0.28108,0.0,0.74651,0.0,0.0,0.0,8
0.522,0.0043,0.00411,0.98,0.00034,3.71604,0.5673,4.94993,1.29759,2.90762,0.02005,0.9,0.21252,0.0,0.08108,0.61377,0.0,0.0,0.0,0.24789,0.0,0.7241,0.0,0.0,0.0,7
0.50242,0.00512,0.00997,0.82561,0.00039,3.90823,0.59236,4.18953,1.29411,2.28575,0.01695,0.71677,0.20791,0.0,0.08378,0.81217,0.0,0.0,0.0,0.3439,0.0,0.49083,0.0,0.0,0.0,7
0.5997,0.00429,0.0096,0.86969,0.0003,3.21252,0.67954,4.69243,1.24489,1.77701,0.02904,0.9,0.19927,0.0,0.08973,0.89811,0.0,0.0,0.0,0.24952,0.0,0.65402,0.0,0.0,0.0,10
0.49988,0.00543,0.00958,0.83599,0.00036,3.03475,0.68641,4.87133,1.40933,1.47954,0.02025,0.89459,0.20416,0.0,0.10692,0.88349,0.0,0.0,0.0,0.43659,0.0,0.67555,0.0,0.0,0.0,10
0.50012,0.00363,0.00676,0.84249,0.00037,3.77987,0.67747,6.34069,2.20828,2.49155,0.0306,0.87525,0.2077,0.0,0.05497,0.9249,0.0,0.0,0.0,0.24754,0.0,0.79404,0.0,0.0,0.0,8
0.48692,0.00547,0.00994,0.91843,0.00036,3.42218,0.58081,3.5804,2.07535,1.6852,0.02538,0.83061,0.21889,0.0,0.09219,0.93808,0.0,0.0,0.0,0.27844,0.0,0.76502,0.0,0.0,0.0,8
